Car_Ad,Car_Brand,year,km_driven,fuel,seller_type,transmission,owner,engine,horsepower,seats,selling_price
Maruti Swift Dzire VDI,Maruti,2019,35000,Diesel,Individual,Manual,First Owner,1248,74.02,five,694000
Maruti Swift Dzire VDI Optional,Maruti,2017,35000,Diesel,Individual,Manual,First Owner,1248,74,five,675000
Nissan Sunny XL D,Nissan,2018,35000,Diesel,Individual,Manual,First Owner,1461,84.8,five,670000
Nissan Sunny XL D,Nissan,2018,35000,Diesel,Individual,Manual,First Owner,1461,84.8,five,670000
Tata Bolt Quadrajet XE,Tata,2019,35000,Diesel,Individual,Manual,First Owner,1248,74,five,660000
Maruti Swift Dzire VXI 1.2 BS IV,Maruti,2018,35000,Petrol,Individual,Manual,First Owner,1197,81.8,five,650000
Hyundai i20 Asta Option 1.2,Hyundai,2016,35000,Petrol,Individual,Manual,First Owner,1197,81.83,five,650000
Maruti Baleno Alpha 1.3,Maruti,2017,35000,Diesel,Individual,Manual,Second Owner,1248,74,five,650000
Maruti Baleno Alpha 1.2,Maruti,2016,35000,Petrol,Individual,Manual,Second Owner,1197,83.1,five,650000
Maruti Swift ZDI BSIV,Maruti,2017,35000,Diesel,Individual,Manual,Second Owner,1248,74,five,640000
Hyundai i20 Asta 1.2,Hyundai,2015,35000,Petrol,Individual,Manual,First Owner,1197,81.83,five,630000
Maruti Baleno Zeta 1.2,Maruti,2017,35000,Petrol,Individual,Manual,First Owner,1197,83.1,five,630000
Ford Figo Aspire 1.5 TDCi Sports Edition,Ford,2017,35000,Diesel,Individual,Manual,First Owner,1498,99,five,620000
Maruti Baleno Zeta 1.2,Maruti,2018,35000,Petrol,Individual,Manual,First Owner,1197,83.1,five,610000
Hyundai i20 Magna 1.2,Hyundai,2015,35000,Petrol,Individual,Manual,First Owner,1197,81.83,five,600000
Hyundai i20 Magna 1.2,Hyundai,2015,35000,Petrol,Individual,Manual,First Owner,1197,81.83,five,600000
Hyundai i20 Asta (o),Hyundai,2017,35000,Petrol,Dealer,Manual,First Owner,1197,80,five,600000
Honda WR-V i-VTEC VX,Honda,2019,35000,Petrol,Individual,Manual,First Owner,1199,88.7,five,580000
Honda WR-V i-VTEC VX,Honda,2019,35000,Petrol,Individual,Manual,First Owner,1199,88.7,five,580000
Hyundai i20 Asta Option 1.2,Hyundai,2016,35000,Petrol,Individual,Manual,First Owner,1197,81.83,five,576000
Maruti Swift Dzire VXI,Maruti,2016,35000,Petrol,Individual,Manual,Second Owner,1197,83.14,five,574000
Maruti Baleno Delta 1.2,Maruti,2017,35000,Petrol,Individual,Manual,First Owner,1197,83.1,five,570000
Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2016,35000,Petrol,Individual,Manual,First Owner,1199,74,five,560000
Hyundai Xcent 1.1 CRDi SX,Hyundai,2016,35000,Diesel,Individual,Manual,First Owner,1120,71,five,550000
Hyundai Xcent 1.1 CRDi SX,Hyundai,2016,35000,Diesel,Individual,Manual,First Owner,1120,71,five,550000
Honda Amaze SX i-DTEC,Honda,2016,35000,Diesel,Individual,Manual,First Owner,1498,98.6,five,550000
Toyota Etios Liva 1.2 V Dual Tone,Toyota,2017,35000,Petrol,Individual,Manual,First Owner,1197,78.9,five,549000
Hyundai Verna SX Opt,Hyundai,2015,35000,Petrol,Dealer,Manual,Second Owner,1497,113.42,five,540000
Tata Tiago NRG Petrol,Tata,2018,35000,Petrol,Individual,Manual,First Owner,1199,83.81,five,515000
Tata Tigor 2017-2020 XZ,Tata,2018,35000,Petrol,Individual,Manual,First Owner,1199,83.81,five,500000
Maruti Swift DDiS LDI,Maruti,2017,35000,Diesel,Individual,Manual,First Owner,1248,74,five,500000
Maruti Swift Dzire LDI,Maruti,2016,35000,Diesel,Individual,Manual,First Owner,1248,74,five,500000
Maruti Swift Dzire LDI,Maruti,2016,35000,Diesel,Individual,Manual,First Owner,1248,74,five,500000
Honda City 1.5 V MT,Honda,2011,35000,Petrol,Individual,Manual,First Owner,1497,118,five,500000
Hyundai Xcent 1.2 CRDi E,Hyundai,2018,35000,Diesel,Individual,Manual,First Owner,1186,73.97,five,500000
Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,2016,35000,Petrol,Individual,Manual,First Owner,1198,73.75,five,500000
Maruti Swift LDI SP Limited Edition,Maruti,2015,35000,Diesel,Individual,Manual,First Owner,1248,74,five,500000
Maruti Swift Dzire VXI,Maruti,2014,35000,Petrol,Individual,Manual,First Owner,1197,85.8,five,487000
Tata Zest Quadrajet 1.3 XT,Tata,2017,35000,Diesel,Individual,Manual,First Owner,1248,88.7,five,484999
Maruti Swift Dzire VXI,Maruti,2013,35000,Petrol,Individual,Manual,Second Owner,1197,85.8,five,459999
Tata Zest Revotron 1.2T XMS,Tata,2018,35000,Petrol,Individual,Manual,First Owner,1193,88.7,five,459999
Maruti Wagon R LXI CNG Optional,Maruti,2019,35000,CNG,Individual,Manual,First Owner,998,58.16,five,459999
Datsun GO T Petrol,Datsun,2019,35000,Petrol,Individual,Manual,First Owner,1198,67,five,459999
Hyundai Grand i10 Sportz,Hyundai,2017,35000,Petrol,Individual,Manual,First Owner,1197,82,five,450000
Hyundai Grand i10 Sportz,Hyundai,2017,35000,Petrol,Individual,Manual,First Owner,1197,82,five,450000
Tata Tigor 1.2 Revotron XT,Tata,2018,35000,Petrol,Individual,Manual,First Owner,1199,84,five,450000
Tata Tigor 1.2 Revotron XT,Tata,2018,35000,Petrol,Individual,Manual,First Owner,1199,84,five,450000
Maruti Swift VXI,Maruti,2013,35000,Petrol,Individual,Manual,Second Owner,1197,85.8,five,450000
Hyundai Grand i10 Asta,Hyundai,2016,35000,Petrol,Individual,Manual,First Owner,1197,82,five,450000
Maruti Swift VXI Windsong Limited edition,Maruti,2015,35000,Petrol,Individual,Manual,Second Owner,1197,83.11,five,450000
Maruti Wagon R VXI BS IV,Maruti,2017,35000,Petrol,Individual,Manual,First Owner,998,67.04,five,440000
Maruti Wagon R AMT VXI,Maruti,2017,35000,Petrol,Individual,Automatic,First Owner,998,67,five,440000
Tata Tiago 1.2 Revotron XT,Tata,2017,35000,Petrol,Individual,Manual,Second Owner,1199,84,five,430000
Hyundai i20 Magna 1.2,Hyundai,2015,35000,Petrol,Individual,Manual,Second Owner,1197,81.83,five,430000
Maruti Wagon R AMT VXI,Maruti,2018,35000,Petrol,Individual,Automatic,First Owner,998,67,five,420000
Maruti Wagon R AMT VXI,Maruti,2018,35000,Petrol,Individual,Automatic,First Owner,998,67,five,420000
Maruti Eeco CNG 5 Seater AC,Maruti,2020,35000,CNG,Individual,Manual,First Owner,1196,61.7,five,409999
Renault KWID 1.0 RXT Optional,Renault,2018,35000,Petrol,Individual,Manual,First Owner,999,67,five,409999
Tata Tiago 1.2 Revotron XT,Tata,2018,35000,Petrol,Individual,Manual,Second Owner,1199,84,five,409999
Maruti Swift Dzire VXI,Maruti,2013,35000,Petrol,Individual,Manual,First Owner,1197,85.8,five,409999
Maruti Celerio ZXI AT,Maruti,2016,35000,Petrol,Individual,Automatic,First Owner,998,67.04,five,400000
Tata Zest Revotron 1.2 XT,Tata,2017,35000,Petrol,Individual,Manual,First Owner,1193,88.7,five,400000
Tata Zest Quadrajet 1.3 XM,Tata,2015,35000,Diesel,Individual,Manual,First Owner,1248,88.7,five,400000
Tata Tiago 1.05 Revotorq XZ,Tata,2016,35000,Diesel,Individual,Manual,Second Owner,1047,69,five,400000
Skoda Rapid 1.6 MPI AT Elegance,Skoda,2013,35000,Petrol,Individual,Automatic,Second Owner,1598,103.5,five,395000
Skoda Rapid 1.6 MPI AT Elegance,Skoda,2013,35000,Petrol,Individual,Automatic,Second Owner,1598,103.5,five,395000
Maruti Wagon R Stingray VXI,Maruti,2014,35000,Petrol,Individual,Manual,First Owner,998,67.04,five,380000
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2011,35000,Diesel,Individual,Manual,Second Owner,1582,126.32,five,375000
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2011,35000,Diesel,Individual,Manual,Second Owner,1582,126.32,five,375000
Nissan Micra Active XL Petrol,Nissan,2016,35000,Petrol,Individual,Manual,First Owner,1198,67.04,five,370000
Tata Zest Revotron 1.2 XT,Tata,2017,35000,Petrol,Individual,Manual,First Owner,1193,88.7,five,370000
Maruti Wagon R Stingray VXI,Maruti,2014,35000,Petrol,Individual,Manual,First Owner,998,67.04,five,350000
Hyundai i20 1.2 Sportz,Hyundai,2012,35000,Petrol,Individual,Manual,First Owner,1197,80,five,350000
Honda City 1.5 E MT,Honda,2009,35000,Petrol,Individual,Manual,First Owner,1497,118,five,350000
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,2012,35000,Petrol,Individual,Manual,First Owner,1197,85.8,five,350000
Tata Bolt Revotron XE,Tata,2017,35000,Petrol,Individual,Manual,First Owner,1193,88.7,five,350000
Renault KWID RXT,Renault,2017,35000,Petrol,Individual,Manual,Second Owner,799,53.3,five,350000
Datsun RediGO 1.0 S,Datsun,2018,35000,Petrol,Individual,Manual,First Owner,999,67,five,320000
Maruti Alto 800 VXI,Maruti,2017,35000,Petrol,Individual,Manual,Second Owner,796,47.3,five,310000
Chevrolet Sail 1.2 LS ABS,Chevrolet,2014,35000,Petrol,Individual,Manual,First Owner,1199,82.4,five,310000
Maruti Alto 800 VXI,Maruti,2017,35000,Petrol,Individual,Manual,First Owner,796,47.3,five,310000
Maruti Alto 800 VXI,Maruti,2017,35000,Petrol,Individual,Manual,First Owner,796,47.3,five,310000
Maruti Wagon R LXI CNG,Maruti,2016,35000,CNG,Individual,Manual,Second Owner,998,58.16,five,310000
Maruti Alto 800 LXI,Maruti,2017,35000,Petrol,Individual,Manual,First Owner,796,47.3,five,310000
Maruti Wagon R LXI BS IV,Maruti,2014,35000,Petrol,Individual,Manual,Second Owner,998,67.04,five,310000
Maruti Celerio LXI,Maruti,2014,35000,Petrol,Individual,Manual,First Owner,998,67.04,five,300000
Renault KWID 1.0 RXT Optional,Renault,2017,35000,Petrol,Individual,Manual,First Owner,999,67,five,300000
Renault KWID 1.0 RXT Optional,Renault,2017,35000,Petrol,Individual,Manual,First Owner,999,67,five,300000
Hyundai EON Sportz,Hyundai,2016,35000,Petrol,Individual,Manual,First Owner,814,55.2,five,300000
Maruti Wagon R VXI 1.2,Maruti,2014,35000,Petrol,Individual,Manual,First Owner,1197,81.8,five,300000
Renault KWID 1.0 RXT 02 Anniversary Edition,Renault,2017,35000,Petrol,Individual,Manual,First Owner,999,67,five,300000
Renault KWID Climber 1.0 MT BSIV,Renault,2019,35000,Petrol,Individual,Manual,First Owner,999,67,five,300000
Renault KWID Climber 1.0 MT BSIV,Renault,2019,35000,Petrol,Individual,Manual,First Owner,999,67,five,300000
Maruti Alto 800 VXI,Maruti,2017,35000,Petrol,Individual,Manual,First Owner,796,47.3,five,295000
Hyundai i10 Sportz,Hyundai,2013,35000,Petrol,Individual,Manual,Second Owner,1197,78.9,five,280000
Maruti Swift Dzire VXi,Maruti,2009,35000,Petrol,Individual,Manual,First Owner,1298,85.8,five,280000
Maruti Alto 800 LXI,Maruti,2016,35000,Petrol,Individual,Manual,First Owner,796,47.3,five,270000
Maruti Alto 800 LXI,Maruti,2017,35000,Petrol,Individual,Manual,First Owner,796,47.3,five,270000
Datsun RediGO T Option,Datsun,2016,35000,Petrol,Individual,Manual,First Owner,799,53.64,five,260000
Tata Indigo CS eLX BS IV,Tata,2012,35000,Diesel,Individual,Manual,First Owner,1396,69,five,259000
Tata Indigo CS eLX BS IV,Tata,2012,35000,Diesel,Individual,Manual,First Owner,1396,69,five,259000
Hyundai Accent Executive,Hyundai,2011,35000,Petrol,Individual,Manual,First Owner,1495,93.7,five,250000
Maruti Alto K10 2010-2014 VXI,Maruti,2013,35000,Petrol,Individual,Manual,First Owner,998,67.1,five,250000
Hyundai EON 1.0 Era Plus,Hyundai,2017,35000,Petrol,Individual,Manual,Second Owner,998,68.05,five,250000
Tata Indigo eCS LX BSIV,Tata,2012,35000,Diesel,Individual,Manual,Second Owner,1396,69,five,246000
Tata Indigo eCS LX BSIV,Tata,2012,35000,Diesel,Individual,Manual,Second Owner,1396,69,five,246000
Maruti Wagon R VXI BSIII,Maruti,2012,35000,Petrol,Individual,Manual,First Owner,998,67.1,five,240000
Maruti Alto 800 LXI,Maruti,2016,35000,Petrol,Individual,Manual,Second Owner,796,47.3,five,240000
Datsun RediGO 1.0 S,Datsun,2017,35000,Petrol,Individual,Manual,First Owner,999,67,five,240000
Tata Manza Aura Safire,Tata,2011,35000,Petrol,Individual,Manual,First Owner,1368,90,five,225000
Maruti Alto 800 LXI,Maruti,2016,35000,Petrol,Individual,Manual,Second Owner,796,47.3,five,225000
Tata Manza Aura Safire,Tata,2011,35000,Petrol,Individual,Manual,First Owner,1368,90,five,225000
Hyundai EON Era,Hyundai,2014,35000,Petrol,Individual,Manual,First Owner,814,55.2,five,225000
Tata Manza Aura Safire,Tata,2011,35000,Petrol,Individual,Manual,First Owner,1368,90,five,225000
Datsun GO T BSIV,Datsun,2014,35000,Petrol,Individual,Manual,First Owner,1198,67,five,225000
Hyundai EON Era,Hyundai,2014,35000,Petrol,Individual,Manual,First Owner,814,55.2,five,225000
Hyundai i10 Magna,Hyundai,2008,35000,Petrol,Individual,Manual,First Owner,1197,78.9,five,220000
Maruti Alto LX,Maruti,2011,35000,Petrol,Individual,Manual,First Owner,796,46.3,five,220000
Maruti Alto 800 LXI,Maruti,2013,35000,Petrol,Individual,Manual,First Owner,796,47.3,five,215000
Maruti Alto K10 2010-2014 VXI,Maruti,2011,35000,Petrol,Individual,Manual,Second Owner,998,67.1,five,210000
Tata Indica Vista Safire GLX,Tata,2014,35000,Petrol,Individual,Manual,Second Owner,1172,64.1,five,210000
Maruti Wagon R VXI,Maruti,2010,35000,Petrol,Dealer,Manual,First Owner,998,67.1,five,200000
Maruti Zen Estilo LX BSIV,Maruti,2010,35000,Petrol,Individual,Manual,First Owner,998,67.1,five,200000
Maruti Wagon R VXI,Maruti,2010,35000,Petrol,Dealer,Manual,First Owner,998,67.1,five,200000
Datsun RediGO T Option,Datsun,2016,35000,Petrol,Individual,Manual,First Owner,799,53.64,five,200000
Maruti Zen Estilo LXI BS IV,Maruti,2012,35000,Petrol,Individual,Manual,Second Owner,998,67.1,five,195000
Hyundai EON Sportz,Hyundai,2012,35000,Petrol,Individual,Manual,Second Owner,814,55.2,five,195000
Maruti Alto LXi,Maruti,2010,35000,Petrol,Individual,Manual,First Owner,796,46.3,five,190000
Hyundai EON Sportz,Hyundai,2011,35000,Petrol,Individual,Manual,First Owner,814,55.2,five,180000
Maruti Alto 800 VXI,Maruti,2015,35000,Petrol,Individual,Manual,Second Owner,796,47.3,five,180000
Hyundai i10 Magna 1.1L,Hyundai,2009,35000,Petrol,Individual,Manual,Third Owner,1086,68.05,five,160000
Hyundai i10 Era,Hyundai,2009,35000,Petrol,Individual,Manual,First Owner,1086,68.05,five,160000
Maruti Omni 8 Seater BSIV,Maruti,2012,35000,Petrol,Individual,Manual,Second Owner,796,35,five,150000
Chevrolet Spark 1.0 LS,Chevrolet,2011,35000,Petrol,Individual,Manual,First Owner,995,62,five,150000
Maruti Zen Estilo 1.1 LXI BSIII,Maruti,2007,35000,Petrol,Individual,Manual,First Owner,1061,64,five,150000
Maruti Omni 8 Seater BSIV,Maruti,2012,35000,Petrol,Individual,Manual,Second Owner,796,35,five,150000
Maruti Alto LXi,Maruti,2009,35000,Petrol,Individual,Manual,First Owner,796,46.3,five,140000
Maruti Alto LXi BSIII,Maruti,2007,35000,Petrol,Individual,Manual,Second Owner,796,46.3,five,140000
Maruti Wagon R LXI,Maruti,2005,35000,Petrol,Individual,Manual,First Owner,998,67.1,five,65000
Maruti Wagon R LXI,Maruti,2005,35000,Petrol,Individual,Manual,First Owner,998,67.1,five,65000
Mahindra Marazzo M6 8Str,Mahindra,2018,35000,Diesel,Individual,Manual,First Owner,1497,121,eight,1200000
Maruti Omni E MPI STD BS IV,Maruti,2016,35000,Petrol,Individual,Manual,First Owner,796,34.2,eight,220000
Maruti Wagon R VXI BS IV,Maruti,2016,34500,Petrol,Individual,Manual,First Owner,998,67.04,five,375000
Volkswagen Polo 1.2 MPI Highline,Volkswagen,2015,34156,Petrol,Dealer,Manual,First Owner,1198,74,five,449000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2017,34152,Petrol,Dealer,Manual,First Owner,1197,81.86,five,455000
Maruti Ertiga BSIV VXI,Maruti,2016,34000,Petrol,Individual,Manual,Second Owner,1373,91.1,seven,660000
Volkswagen Ameo 1.5 TDI Comfortline AT,Volkswagen,2017,34000,Diesel,Individual,Automatic,First Owner,1498,108.495,five,625000
Volkswagen Ameo 1.5 TDI Comfortline AT,Volkswagen,2017,34000,Diesel,Individual,Automatic,First Owner,1498,108.495,five,625000
Maruti Swift Dzire VDI,Maruti,2017,34000,Diesel,Individual,Manual,Second Owner,1248,74.02,five,625000
Maruti Baleno Delta 1.2,Maruti,2017,34000,Petrol,Dealer,Manual,Second Owner,1197,83.1,five,600000
Hyundai Xcent 1.1 CRDi SX,Hyundai,2016,34000,Diesel,Individual,Manual,Second Owner,1120,71,five,590000
Maruti Wagon R VXI Optional,Maruti,2015,34000,Petrol,Individual,Manual,First Owner,998,67.04,five,360000
Renault KWID RXT,Renault,2017,34000,Petrol,Individual,Manual,First Owner,799,53.3,five,350000
Renault KWID 1.0 RXT Optional,Renault,2016,34000,Petrol,Individual,Manual,First Owner,999,67,five,300000
Hyundai EON Era Plus,Hyundai,2017,34000,Petrol,Individual,Manual,First Owner,814,55.2,five,254999
Hyundai EON Era Plus,Hyundai,2015,34000,Petrol,Individual,Manual,Second Owner,814,55.2,five,229999
Renault Lodgy 85PS RxL,Renault,2017,34000,Diesel,Dealer,Manual,First Owner,1461,83.8,eight,695000
Tata Tiago XT,Tata,2019,33928,Petrol,Dealer,Manual,First Owner,1199,84.48,five,490000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2016,33500,Diesel,Individual,Manual,First Owner,1248,88.5,five,825000
Hyundai Verna 1.4 VTVT,Hyundai,2014,33400,Petrol,Individual,Manual,First Owner,1396,105.5,five,500000
Ford EcoSport 1.5 TDCi Titanium BE BSIV,Ford,2018,33360,Diesel,Dealer,Manual,First Owner,1498,98.59,five,925000
Ford EcoSport 1.5 TDCi Titanium BE BSIV,Ford,2018,33360,Diesel,Dealer,Manual,First Owner,1498,98.59,five,925000
Maruti Baleno Delta 1.2,Maruti,2015,33243,Petrol,Dealer,Manual,First Owner,1197,83.1,five,585000
Honda Brio Exclusive Edition,Honda,2014,33033,Petrol,Dealer,Manual,First Owner,1198,86.8,five,335000
Honda Brio Exclusive Edition,Honda,2014,33033,Petrol,Dealer,Manual,First Owner,1198,86.8,five,335000
Honda Brio Exclusive Edition,Honda,2014,33033,Petrol,Dealer,Manual,First Owner,1198,86.8,five,335000
Honda Brio Exclusive Edition,Honda,2014,33033,Petrol,Dealer,Manual,First Owner,1198,86.8,five,335000
Fiat Punto Pure 1.2L FIRE,Fiat,2016,33003,Petrol,Individual,Manual,First Owner,1172,67,five,265000
Honda City i-DTEC VX,Honda,2017,33000,Diesel,Individual,Manual,First Owner,1498,97.9,five,1250000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2017,33000,Diesel,Individual,Manual,First Owner,1498,98.96,five,880000
Ford Aspire Titanium BSIV,Ford,2019,33000,Petrol,Dealer,Manual,First Owner,1194,94.93,five,800000
Maruti Swift AMT ZXI,Maruti,2019,33000,Petrol,Individual,Automatic,First Owner,1197,81.8,five,650000
Volkswagen Polo 1.5 TDI Highline,Volkswagen,2015,33000,Diesel,Individual,Manual,First Owner,1498,88.8,five,620000
Maruti Ciaz ZXi Plus,Maruti,2015,33000,Petrol,Individual,Manual,First Owner,1373,91.1,five,610000
Maruti Ciaz ZXi Plus,Maruti,2015,33000,Petrol,Individual,Manual,First Owner,1373,91.1,five,610000
Tata Tiago 1.05 Revotorq XZ,Tata,2018,33000,Diesel,Individual,Manual,First Owner,1047,69,five,540000
Maruti Ignis 1.2 Zeta BSIV,Maruti,2018,33000,Petrol,Dealer,Manual,First Owner,1197,81.8,five,525000
Hyundai EON Era Plus,Hyundai,2018,33000,Petrol,Individual,Manual,First Owner,814,55.2,five,299000
Datsun GO T BSIV,Datsun,2014,33000,Petrol,Individual,Manual,First Owner,1198,67,five,225000
Maruti Wagon R VXI AMT 1.2,Maruti,2018,32995,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,445000
Maruti Vitara Brezza VDi,Maruti,2018,32600,Diesel,Dealer,Manual,First Owner,1248,88.5,five,819999
Maruti Swift Dzire VDI,Maruti,2017,32500,Diesel,Individual,Manual,Second Owner,1248,74.02,five,651000
Hyundai i20 1.4 Sportz,Hyundai,2017,32331,Diesel,Individual,Manual,Second Owner,1396,88.73,five,650000
Mahindra KUV 100 mFALCON G80 K2,Mahindra,2017,32000,Petrol,Individual,Manual,Second Owner,1198,82,six,400000
Maruti 800 DX,Maruti,1996,32000,Petrol,Individual,Manual,Second Owner,796,37,four,40000
Maruti Ciaz Alpha Diesel,Maruti,2019,32000,Diesel,Individual,Manual,First Owner,1248,88.5,five,1025000
Maruti Ciaz Alpha Diesel,Maruti,2019,32000,Diesel,Individual,Manual,First Owner,1248,88.5,five,1025000
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,2017,32000,Diesel,Dealer,Manual,First Owner,1248,88.5,five,775000
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,2017,32000,Diesel,Dealer,Manual,First Owner,1248,88.5,five,775000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Maruti,2016,32000,Diesel,Dealer,Manual,First Owner,1248,88.5,five,690000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Maruti,2016,32000,Diesel,Dealer,Manual,First Owner,1248,88.5,five,690000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Maruti,2016,32000,Diesel,Dealer,Manual,First Owner,1248,88.5,five,690000
Maruti Swift Dzire ZDI,Maruti,2015,32000,Diesel,Individual,Manual,First Owner,1248,74,five,615000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,32000,Petrol,Individual,Manual,First Owner,1197,81.86,five,580000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,32000,Petrol,Individual,Manual,First Owner,1197,81.86,five,580000
Hyundai Xcent 1.2 VTVT SX,Hyundai,2020,32000,Petrol,Individual,Manual,First Owner,1197,81.86,five,524000
Hyundai Xcent 1.2 VTVT SX,Hyundai,2020,32000,Petrol,Individual,Manual,First Owner,1197,81.86,five,524000
Maruti Swift VXI Deca,Maruti,2016,32000,Petrol,Individual,Manual,First Owner,1197,81.8,five,500000
Honda City V MT,Honda,2013,32000,Petrol,Individual,Manual,First Owner,1497,116.3,five,500000
Ford Figo Aspire 1.5 TDCi Trend,Ford,2015,32000,Diesel,Individual,Manual,Second Owner,1498,99,five,459999
Hyundai Grand i10 Asta,Hyundai,2014,32000,Petrol,Individual,Manual,First Owner,1197,82,five,455999
