battery_power,blue_tooth,clock_speed,dual_sim,Front_Camera_mx,four_g,int_memory,mobile_dep,mobile_wt,n_cores,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_$
793,Yes,2.8,Yes,1,Yes,64,0.4,179,four,2,2296,12,0,5,Yes,Yes,No,189.3412416
873,Yes,0.5,Yes,6,No,8,0.6,152,seven,9,575,15,8,7,Yes,No,Yes,80.67915988
722,No,1.1,No,12,No,12,1,93,six,20,2359,13,6,3,No,No,No,46.11566906
1250,Yes,1.5,No,14,Yes,20,0.4,167,five,18,3314,6,5,6,Yes,Yes,Yes,303.8000322
1358,No,1.7,No,0,No,60,0.6,147,three,1,440,14,10,13,Yes,No,No,103.698568
1035,Yes,1.9,Yes,8,No,11,1,173,six,10,2002,17,8,5,Yes,Yes,No,107.8069053
1289,No,0.8,Yes,3,Yes,16,0.9,161,six,17,3167,14,8,20,Yes,Yes,No,699.590666
1445,No,2.2,Yes,2,No,37,0.4,82,two,6,3480,17,16,17,Yes,Yes,Yes,515.3561519
1702,Yes,2.3,Yes,12,Yes,47,0.6,107,two,19,595,10,0,19,Yes,No,Yes,176.263538
534,No,0.5,Yes,4,No,2,0.2,85,five,16,2466,5,3,18,No,Yes,Yes,273.2016069
628,Yes,1.8,No,5,No,60,0.2,87,six,6,1337,12,7,14,No,Yes,No,143.5298637
713,No,1.4,Yes,4,No,53,0.8,98,one,17,1462,19,18,13,Yes,No,Yes,133.9720338
1207,No,0.5,No,0,No,58,0.3,112,eight,0,503,7,3,5,Yes,Yes,No,126.9323072
683,Yes,2.1,No,7,No,30,0.1,197,seven,8,2066,9,0,15,No,No,No,265.1590567
594,Yes,2.6,No,1,No,27,0.1,196,five,2,708,17,5,17,No,Yes,Yes,100.8423767
537,Yes,2,No,1,Yes,55,0.3,103,seven,2,2029,10,5,12,Yes,Yes,Yes,162.3394855
1565,Yes,0.5,No,0,No,38,0.1,121,five,1,308,19,17,7,Yes,Yes,Yes,106.5238919
1052,No,0.9,No,1,No,6,0.8,195,four,16,552,6,1,11,No,No,Yes,106.2995311
713,No,1.6,No,4,Yes,63,0.7,89,two,8,2082,15,10,12,Yes,No,No,149.5041951
1766,Yes,0.5,Yes,1,No,16,0.6,141,five,7,3314,9,7,17,No,No,Yes,614.4073572
584,Yes,1.7,Yes,1,Yes,19,0.4,199,four,4,3996,12,9,17,Yes,Yes,Yes,721.2555641
1541,Yes,1.5,Yes,6,Yes,5,0.5,109,four,10,1795,7,3,4,Yes,Yes,Yes,218.568768
837,No,2.4,Yes,1,No,51,0.2,104,five,15,594,16,6,20,Yes,No,Yes,75.06996734
935,Yes,0.5,Yes,3,Yes,58,0.1,155,five,12,2473,10,4,9,Yes,No,Yes,294.121816
665,Yes,0.7,No,0,Yes,31,0.1,185,five,2,690,5,2,15,Yes,No,No,78.36859147
680,Yes,2.4,No,13,Yes,34,0.4,157,two,17,3845,15,1,4,Yes,Yes,Yes,388.4883412
877,No,1.5,Yes,0,Yes,17,0.1,195,seven,0,2004,11,8,9,Yes,Yes,Yes,174.3864804
1493,No,1.5,Yes,13,No,53,0.5,102,five,16,2083,19,15,20,No,Yes,Yes,533.3018823
1762,No,0.6,No,3,Yes,26,0.1,83,six,14,2661,9,7,4,Yes,Yes,No,489.9860275
842,Yes,1.8,Yes,4,No,57,1,124,three,10,1903,8,4,14,No,Yes,No,198.4078439
925,Yes,2.1,No,9,No,56,0.2,196,one,14,2466,8,0,5,Yes,No,No,476.2269049
1692,No,2.1,No,4,Yes,2,0.9,106,one,17,3779,9,3,7,Yes,Yes,Yes,1003.51778
1576,Yes,2.2,No,8,No,5,0.7,139,three,17,3904,5,1,7,Yes,Yes,Yes,672.5711549
1065,No,1.7,Yes,4,Yes,48,0.3,162,six,8,265,8,0,12,Yes,No,No,80.78005534
958,Yes,1.6,No,9,Yes,60,0.4,200,one,12,1417,10,4,19,Yes,No,Yes,40.89074516
623,Yes,0.8,No,6,Yes,26,0.3,197,seven,12,1769,10,1,16,Yes,No,No,130.3452245
897,No,1.4,Yes,1,No,17,0.4,171,one,2,2948,12,3,5,No,No,Yes,299.9300467
1110,No,1.5,No,4,Yes,41,0.1,152,three,16,2572,16,5,16,Yes,No,Yes,466.6446516
616,Yes,2.2,No,3,Yes,21,0.8,150,seven,4,3267,17,9,19,Yes,No,No,507.852324
1680,Yes,1.2,Yes,6,Yes,37,0.7,168,four,7,1459,15,3,2,Yes,Yes,No,142.964279
1715,No,1.3,No,0,Yes,12,0.3,94,eight,6,1633,15,10,5,Yes,Yes,Yes,341.6878468
983,No,0.6,Yes,0,Yes,45,0.1,130,four,11,2052,5,3,6,Yes,No,Yes,139.6592612
720,Yes,0.9,Yes,12,Yes,14,0.8,165,four,14,1086,14,7,3,Yes,Yes,No,102.9670035
1660,No,0.6,No,2,Yes,24,0.8,169,two,3,2402,12,10,14,Yes,Yes,Yes,134.719513
1564,No,1.5,Yes,1,No,42,0.7,108,two,2,3376,7,0,7,No,Yes,No,468.6500187
592,No,0.8,Yes,1,No,52,0.9,103,seven,10,1507,5,0,4,No,No,Yes,112.9072319
969,No,1.8,Yes,2,Yes,44,0.6,158,three,7,641,9,1,8,Yes,No,Yes,104.9209495
1356,Yes,0.5,Yes,0,No,35,0.8,131,one,19,3451,5,2,17,Yes,Yes,Yes,821.0961017
504,Yes,1,No,8,No,14,0.5,189,seven,9,1607,15,0,10,Yes,Yes,Yes,87.55404562
1546,Yes,0.5,Yes,3,Yes,6,0.2,101,one,4,3521,15,11,9,Yes,No,No,463.8079473
689,No,2.9,Yes,3,Yes,7,0.8,147,two,6,1241,9,0,16,Yes,No,No,116.4398244
1685,No,0.6,No,14,No,16,0.6,137,seven,15,881,6,3,17,No,Yes,Yes,76.09916715
1792,Yes,1,No,3,Yes,62,0.3,170,seven,8,2563,18,14,15,Yes,No,Yes,955.2687591
1786,No,1.2,No,11,No,61,0.1,123,three,14,3033,14,11,17,No,Yes,No,818.9140359
1944,No,0.6,Yes,9,Yes,59,0.2,132,seven,10,769,19,13,3,Yes,No,Yes,115.6312182
1077,Yes,2.5,No,13,Yes,49,0.6,131,four,14,3454,17,11,2,Yes,No,Yes,986.0190122
648,Yes,1.8,No,1,Yes,60,0.1,195,four,4,819,10,3,4,Yes,No,No,103.6559975
1702,Yes,0.5,Yes,8,No,2,0.6,185,six,19,435,12,9,3,No,Yes,Yes,96.8147698
1571,No,2.9,No,1,No,30,0.9,150,seven,3,586,10,9,4,No,Yes,Yes,43.35686337
856,Yes,1.1,Yes,14,Yes,19,0.7,125,six,19,650,17,0,10,Yes,No,Yes,83.02755111
1786,No,2.6,No,6,No,14,1,115,four,15,3038,18,0,14,Yes,No,No,1020.45163
914,Yes,0.7,No,1,Yes,60,0.9,198,five,4,3736,14,8,5,Yes,No,No,751.5876397
1615,Yes,2.8,No,3,No,9,0.9,117,one,13,2948,8,3,3,Yes,Yes,No,203.6692144
649,Yes,1.4,No,4,Yes,19,0.8,190,seven,12,739,18,1,2,Yes,Yes,No,55.84946038
1646,No,2.5,No,3,Yes,25,0.6,200,two,5,686,8,6,11,Yes,Yes,No,172.7758547
1189,Yes,1.9,No,5,No,7,0.5,164,two,20,841,13,10,11,No,Yes,No,62.61769278
1043,No,2.7,No,3,No,29,0.2,83,eight,17,1183,5,3,8,Yes,No,No,115.675433
1920,No,0.6,Yes,3,Yes,19,0.5,131,three,8,3943,13,0,4,Yes,Yes,No,854.990306
1220,Yes,2.8,No,1,No,54,0.7,109,seven,20,1037,6,4,15,Yes,No,No,40.02378593
1748,Yes,0.5,Yes,11,Yes,53,0.5,114,four,20,2633,16,0,9,Yes,No,No,218.1643196
907,Yes,2.6,Yes,7,No,44,0.2,160,three,12,3911,13,6,8,No,No,No,1007.727988
1193,Yes,2.3,No,7,No,20,1,158,seven,13,1958,7,5,2,Yes,No,No,280.0991179
1766,Yes,0.5,Yes,1,Yes,22,0.8,122,eight,4,3297,7,5,16,Yes,No,No,1035.669907
1278,Yes,1,No,7,Yes,24,0.8,170,three,16,3141,6,2,11,Yes,Yes,Yes,898.1693394
1234,No,1.7,Yes,8,No,17,0.9,174,six,15,3351,12,9,19,No,No,Yes,210.466595
1961,Yes,1.5,No,10,No,55,0.5,100,seven,20,2355,14,7,6,Yes,Yes,Yes,623.0320314
1745,No,2.9,No,0,Yes,3,0.9,105,three,0,1308,5,0,2,Yes,Yes,No,278.7657139
1442,No,0.6,Yes,1,No,27,0.4,127,five,8,991,14,8,7,Yes,No,No,106.9151365
1083,Yes,2.9,Yes,1,Yes,39,1,173,eight,2,3248,8,6,6,Yes,No,Yes,178.6998694
868,Yes,0.9,No,5,No,5,0.4,137,four,7,1519,13,0,2,No,No,Yes,90.45925492
864,No,1.6,Yes,0,Yes,53,0.3,88,six,1,493,18,9,10,Yes,Yes,No,95.7659607
1142,Yes,1.2,No,0,No,2,0.6,114,six,0,1747,7,0,14,No,Yes,No,60.74779401
608,Yes,0.5,Yes,0,No,64,0.9,94,four,0,2517,16,8,7,Yes,Yes,Yes,206.360996
983,No,1.8,No,0,Yes,53,0.9,187,one,4,1389,17,8,8,Yes,Yes,Yes,107.8761214
1720,No,1.6,No,18,Yes,2,0.8,188,five,20,2522,10,5,2,Yes,No,Yes,358.2815865
1802,Yes,1.2,Yes,8,No,27,0.5,116,five,16,1885,10,9,7,Yes,Yes,No,656.078361
591,No,2.1,Yes,18,Yes,16,0.5,196,seven,20,704,14,5,4,Yes,Yes,Yes,135.9053782
1205,Yes,2.7,No,5,No,10,0.1,163,six,10,953,18,11,20,No,Yes,Yes,126.3487268
1369,Yes,1.7,Yes,3,No,28,0.6,108,one,18,3206,16,15,4,No,No,No,688.5229905
713,No,0.9,Yes,0,No,42,0.1,94,one,14,928,12,10,9,No,No,Yes,107.7668379
1082,No,2.3,Yes,11,No,2,1,101,four,20,2177,12,2,17,No,Yes,No,248.1086205
1719,Yes,2.1,Yes,0,No,52,0.1,187,three,1,2610,10,1,11,Yes,Yes,Yes,297.8386984
1544,No,2.4,No,18,Yes,12,0.1,186,seven,20,489,9,4,2,Yes,No,Yes,85.23558202
1090,Yes,2.3,No,1,Yes,8,0.6,128,eight,8,3839,17,3,11,Yes,No,Yes,750.3565
1991,No,2.8,No,3,Yes,15,0.1,181,one,13,1861,8,5,17,Yes,Yes,Yes,64.68098676
1367,No,2.9,No,4,No,56,0.8,176,two,6,299,6,2,10,No,Yes,No,127.2172179
1179,Yes,0.5,No,7,Yes,32,0.3,182,two,12,340,16,5,16,Yes,No,No,150.8738682
721,Yes,2.7,Yes,1,Yes,15,0.2,102,five,18,3606,10,0,5,Yes,Yes,Yes,966.7957557
1549,Yes,1.8,Yes,0,No,62,0.7,91,four,4,799,7,3,9,Yes,No,Yes,73.77187112
1349,Yes,2.1,Yes,3,No,46,0.9,134,six,12,2367,11,7,10,Yes,No,Yes,102.9993416
1799,No,1,No,1,Yes,30,0.6,123,three,9,445,10,8,10,Yes,Yes,No,109.6549884
1075,No,0.5,Yes,2,No,11,0.2,122,one,16,3927,8,3,7,Yes,No,No,538.5227339
684,Yes,0.9,Yes,3,Yes,63,1,157,five,9,3756,17,5,12,Yes,Yes,Yes,959.7141231
1837,No,0.5,No,9,No,36,0.9,162,four,20,770,14,1,15,No,No,Yes,87.39742804
1619,Yes,1.9,No,2,Yes,21,0.4,138,one,9,1641,7,2,13,Yes,No,No,194.426001
965,Yes,1.4,No,1,No,13,0.9,197,eight,2,2343,17,12,15,Yes,No,No,654.1464907
730,No,1.5,No,9,No,9,0.7,122,four,15,2787,10,8,7,Yes,No,Yes,604.969218
1361,Yes,1.4,No,1,No,47,1,169,five,2,2495,8,7,16,No,No,Yes,384.2947738
1494,No,1.6,No,3,Yes,45,0.8,158,five,4,3208,11,9,4,Yes,No,No,873.856554
1027,Yes,0.8,No,7,No,18,1,146,seven,11,1234,7,4,14,Yes,No,Yes,121.1819359
1807,No,0.8,Yes,0,Yes,38,0.2,97,eight,0,1069,7,6,7,Yes,No,No,135.7271381
709,No,2.4,Yes,1,No,11,0.1,130,five,11,3568,16,14,3,No,No,Yes,920.7806139
689,No,1.4,No,2,No,45,0.5,103,five,11,3585,10,1,10,Yes,No,No,280.1519003
955,Yes,0.5,No,2,No,2,0.6,155,four,10,1974,14,1,18,Yes,Yes,No,373.549104
1872,Yes,1.9,No,5,No,35,0.6,111,three,14,2419,15,5,19,No,No,No,774.9966024
1259,No,1.2,Yes,0,No,13,0.5,97,two,0,340,17,13,4,Yes,No,Yes,13.75693344
695,No,1.2,No,1,Yes,41,0.4,169,eight,8,2282,5,2,17,Yes,Yes,No,218.3090249
1969,No,1.2,Yes,9,No,63,0.2,132,four,11,298,10,1,10,Yes,Yes,No,101.6014598
759,No,2.5,No,3,Yes,39,0.3,162,two,8,968,6,2,2,Yes,No,No,118.421482
936,No,1,No,1,No,18,0.2,153,three,18,2391,12,6,3,Yes,Yes,Yes,532.3288275
1176,Yes,2.1,No,2,Yes,62,0.5,168,two,10,1534,6,2,17,Yes,No,No,277.4198165
1802,No,2.7,Yes,0,Yes,10,0.6,101,seven,9,696,14,7,3,Yes,Yes,No,127.0731064
772,No,1,Yes,0,Yes,23,0.6,97,seven,11,2782,7,0,17,Yes,No,No,358.930534
1318,Yes,2.4,No,1,Yes,45,0.1,136,two,7,755,18,3,9,Yes,No,Yes,51.28553279
591,Yes,0.5,Yes,1,Yes,16,0.9,90,six,17,3746,5,0,5,Yes,Yes,No,428.4477044
569,Yes,2.5,Yes,0,No,41,0.3,124,one,1,2651,17,7,4,No,No,No,300.3377352
764,No,1,Yes,9,Yes,45,0.5,124,eight,11,1341,19,1,12,Yes,No,No,108.3006899
1056,Yes,2.1,Yes,8,Yes,37,0.7,101,three,11,2651,15,5,3,Yes,Yes,Yes,449.1414013
1982,Yes,1.6,No,2,Yes,12,0.2,80,five,20,1824,13,3,14,Yes,Yes,Yes,283.2027644
1830,Yes,0.5,No,5,No,14,0.8,160,six,6,1905,16,3,19,Yes,Yes,Yes,347.1560649
1122,No,0.5,No,0,Yes,40,0.3,156,seven,14,1456,9,3,20,Yes,Yes,No,91.48465757
1023,Yes,0.7,No,2,Yes,63,0.7,153,seven,8,3155,11,10,7,Yes,Yes,Yes,678.7276529
1283,Yes,2.4,Yes,8,Yes,33,1,93,three,15,773,17,7,2,Yes,Yes,No,46.3649417
1602,No,1.6,Yes,0,Yes,35,0.1,99,seven,7,1829,18,17,13,Yes,No,No,308.8360217
732,Yes,1.3,No,5,Yes,32,0.4,163,eight,7,3883,12,2,5,Yes,No,Yes,475.3440275
1854,No,0.9,Yes,0,Yes,33,0.4,195,one,0,1675,14,12,9,Yes,No,Yes,245.2050388
718,Yes,1.6,Yes,1,Yes,30,0.4,93,three,12,1601,10,9,12,Yes,Yes,Yes,143.2034172
897,Yes,2,No,3,Yes,2,0.6,154,eight,10,1958,7,5,7,Yes,Yes,No,246.0737302
1405,No,1.7,No,0,No,8,0.3,107,four,7,2376,19,6,11,No,Yes,No,326.729433
798,No,0.6,Yes,6,Yes,21,0.5,110,two,12,1647,12,2,3,Yes,No,No,227.8631026
1035,Yes,2.7,No,1,No,40,0.2,157,five,15,3548,14,4,5,No,Yes,Yes,517.4410299
1396,Yes,0.6,No,0,No,37,0.7,134,four,15,2694,18,3,19,No,No,Yes,582.8982243
1749,Yes,0.5,Yes,7,Yes,49,0.8,178,one,8,2195,5,4,4,Yes,No,Yes,413.8298763
1588,Yes,2.5,No,12,Yes,4,0.3,148,five,20,2506,5,3,11,Yes,No,No,243.1984293
1600,No,0.5,No,1,Yes,16,0.3,94,four,16,2073,9,5,4,Yes,Yes,No,394.3956679
1522,No,2.2,No,4,No,21,0.7,162,six,11,3767,15,9,16,No,No,Yes,1288.516822
1279,Yes,2.5,No,5,Yes,7,0.5,105,six,6,1150,7,2,7,Yes,No,No,218.7648091
719,No,2.9,No,7,No,6,0.7,102,six,8,841,9,1,2,Yes,No,No,107.2710571
544,Yes,0.5,Yes,2,Yes,7,0.2,129,five,15,1675,13,4,17,Yes,Yes,No,88.11389916
1007,Yes,2.9,Yes,5,Yes,21,0.8,185,eight,12,1301,8,6,12,Yes,Yes,No,131.8258427
590,Yes,1.2,Yes,0,No,32,0.4,141,six,1,1817,10,0,6,No,Yes,No,90.86434632
1788,No,0.5,No,0,Yes,6,0.2,141,six,16,2321,7,5,20,Yes,Yes,No,75.87561566
748,No,1.4,No,0,No,25,1,110,seven,14,1974,17,5,13,No,Yes,Yes,374.5434645
757,Yes,0.9,Yes,4,No,64,0.5,157,seven,5,3433,6,5,10,Yes,Yes,No,428.9752812
1561,Yes,1.6,Yes,1,Yes,27,0.8,174,three,10,1205,12,7,3,Yes,Yes,No,230.0077055
1327,No,2.8,No,10,No,23,0.5,89,seven,16,872,7,5,4,Yes,Yes,Yes,93.73370458
797,Yes,1.5,Yes,4,No,18,0.6,81,eight,20,2052,9,3,14,Yes,Yes,Yes,202.5369915
727,Yes,2.5,Yes,0,Yes,64,0.2,193,one,9,3654,9,1,16,Yes,Yes,No,884.7599241
686,Yes,2.7,Yes,0,No,36,0.1,194,four,1,1503,10,0,13,No,No,No,89.13634435
1515,Yes,2.1,Yes,4,Yes,24,0.9,176,five,6,3104,6,5,20,Yes,No,No,939.7321981
555,Yes,0.5,Yes,2,No,17,0.2,163,five,12,343,19,14,3,No,Yes,Yes,103.6643795
1589,No,0.6,No,0,No,5,0.8,112,five,2,3430,7,5,19,Yes,Yes,Yes,213.5456172
1976,Yes,2.6,Yes,6,No,45,1,136,four,19,2470,11,1,3,No,No,No,766.4714679
1884,No,1,Yes,3,No,24,0.5,149,six,4,1396,15,8,9,Yes,Yes,Yes,120.0775487
1063,No,2,No,0,No,27,0.2,86,six,7,2668,12,5,19,No,No,No,320.6817159
672,Yes,0.6,Yes,13,No,61,0.1,194,five,20,1457,14,10,20,Yes,No,Yes,186.7494378
635,Yes,0.5,No,9,No,16,1,110,seven,17,2452,19,17,8,Yes,No,No,425.380235
1906,Yes,1.9,Yes,3,No,55,0.2,113,three,4,1871,13,5,4,Yes,No,Yes,219.2177674
1753,No,0.7,No,4,No,40,0.6,191,four,11,1112,8,2,15,Yes,Yes,Yes,142.0511065
659,No,1.4,Yes,2,Yes,3,0.1,85,eight,6,967,10,1,14,Yes,No,Yes,107.9455284
1583,No,1.2,Yes,0,No,14,0.2,148,two,4,2498,13,6,8,No,No,Yes,632.2687245
1783,No,2.9,Yes,2,No,42,0.7,104,six,8,387,14,5,3,No,Yes,No,250.9916429
1667,No,1,Yes,0,Yes,21,0.9,138,two,0,635,17,7,15,Yes,No,No,113.7644965
640,No,1.3,Yes,5,Yes,6,0.6,143,eight,20,2711,15,7,8,Yes,Yes,No,175.443831
1913,Yes,1.8,No,0,No,29,0.6,111,five,4,2023,17,13,8,Yes,Yes,No,253.9806234
538,No,1.1,Yes,0,Yes,25,0.3,163,seven,7,2215,9,3,17,Yes,Yes,Yes,219.3045855
1191,No,0.8,No,6,Yes,46,0.8,89,six,9,824,19,18,7,Yes,No,No,111.7068955
816,No,3,Yes,2,No,9,0.1,117,one,3,3851,10,3,14,Yes,No,Yes,271.7583737
915,Yes,0.5,Yes,9,Yes,33,0.3,199,two,16,2156,7,3,13,Yes,Yes,No,227.6570643
1157,Yes,0.8,No,7,No,27,0.1,88,eight,8,2885,8,4,2,Yes,No,Yes,677.5334081
1201,Yes,0.5,No,2,No,10,1,99,seven,7,495,15,6,14,Yes,Yes,Yes,103.5810475
1379,No,1.1,Yes,1,Yes,18,0.2,129,two,16,2358,10,5,15,Yes,Yes,No,362.564324
1483,Yes,2.2,No,3,Yes,53,0.7,169,five,11,1744,6,3,10,Yes,No,No,213.5710096
1614,No,1.2,No,1,Yes,9,0.1,161,three,2,1832,15,8,11,Yes,No,No,50.70135738
930,Yes,1,Yes,4,Yes,4,0.9,144,eight,10,2016,13,10,16,Yes,Yes,Yes,207.3370155
1454,No,2.6,No,8,No,6,0.4,199,three,20,1300,10,0,2,No,No,Yes,267.3367492
1784,No,1.6,No,4,No,41,0.4,164,six,20,2313,14,1,11,No,Yes,No,194.8107698
1262,No,1.8,Yes,12,No,34,0.1,149,five,16,3248,13,3,4,No,Yes,Yes,485.428821
797,No,2.2,Yes,0,No,37,0.9,144,seven,2,2216,9,5,6,Yes,No,No,145.5394275
1829,Yes,2.1,No,8,No,59,0.1,91,five,15,3142,16,6,5,Yes,Yes,Yes,1131.999305
1139,Yes,0.9,Yes,6,Yes,58,0.5,161,two,11,1850,9,4,8,Yes,No,No,119.855578
618,Yes,1,No,9,Yes,13,0.1,80,four,15,1424,15,12,7,Yes,Yes,No,134.0948283
1547,Yes,2.9,No,2,No,57,0.4,114,one,3,1620,9,2,19,No,Yes,Yes,290.2036802
586,No,2.8,No,2,No,15,0.2,83,three,11,2592,12,8,3,No,No,No,292.4190136
1617,Yes,2.4,No,8,Yes,36,0.8,85,one,9,296,5,3,7,Yes,No,No,133.1934216
1882,No,2,No,11,Yes,44,0.8,113,eight,19,3579,19,8,20,Yes,Yes,No,548.3149846
674,Yes,2.9,Yes,1,No,21,0.2,198,three,4,1180,6,3,4,Yes,Yes,Yes,46.2397412
1467,Yes,0.5,No,0,No,18,0.6,122,five,0,3962,15,11,5,Yes,Yes,Yes,424.1837975
858,No,2.2,No,1,No,50,0.1,84,one,2,3978,17,16,3,Yes,Yes,No,880.0302907
794,Yes,0.5,Yes,0,Yes,2,0.8,106,six,14,668,13,4,19,Yes,Yes,No,83.03593835
1965,Yes,2.6,Yes,0,No,39,0.2,187,four,3,2032,11,10,16,Yes,Yes,Yes,711.1219338
1911,No,0.9,Yes,1,Yes,36,0.7,108,eight,3,3057,9,1,5,Yes,Yes,No,737.2830863
1512,No,0.9,No,4,Yes,46,0.1,145,five,5,869,18,10,19,Yes,Yes,Yes,92.99865268
510,Yes,2,Yes,5,Yes,45,0.9,168,six,16,3919,19,4,2,Yes,Yes,Yes,721.9790025
