battery_power,blue_tooth,clock_speed,dual_sim,Front_Camera_mx,four_g,int_memory,mobile_dep,mobile_wt,n_cores,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_range
1837,No,0.5,No,9,No,36,0.9,162,four,20,770,14,1,15,No,No,Yes,low
1619,Yes,1.9,No,2,Yes,21,0.4,138,one,9,1641,7,2,13,Yes,No,No,meduim
965,Yes,1.4,No,1,No,13,0.9,197,eight,2,2343,17,12,15,Yes,No,No,high
730,No,1.5,No,9,No,9,0.7,122,four,15,2787,10,8,7,Yes,No,Yes,high
1361,Yes,1.4,No,1,No,47,1,169,five,2,2495,8,7,16,No,No,Yes,high
1494,No,1.6,No,3,Yes,45,0.8,158,five,4,3208,11,9,4,Yes,No,No,very_high
1027,Yes,0.8,No,7,No,18,1,146,seven,11,1234,7,4,14,Yes,No,Yes,low
1807,No,0.8,Yes,0,Yes,38,0.2,97,eight,0,1069,7,6,7,Yes,No,No,meduim
709,No,2.4,Yes,1,No,11,0.1,130,five,11,3568,16,14,3,No,No,Yes,very_high
689,No,1.4,No,2,No,45,0.5,103,five,11,3585,10,1,10,Yes,No,No,very_high
955,Yes,0.5,No,2,No,2,0.6,155,four,10,1974,14,1,18,Yes,Yes,No,meduim
1872,Yes,1.9,No,5,No,35,0.6,111,three,14,2419,15,5,19,No,No,No,very_high
1259,No,1.2,Yes,0,No,13,0.5,97,two,0,340,17,13,4,Yes,No,Yes,low
695,No,1.2,No,1,Yes,41,0.4,169,eight,8,2282,5,2,17,Yes,Yes,No,meduim
1969,No,1.2,Yes,9,No,63,0.2,132,four,11,298,10,1,10,Yes,Yes,No,low
759,No,2.5,No,3,Yes,39,0.3,162,two,8,968,6,2,2,Yes,No,No,low
936,No,1,No,1,No,18,0.2,153,three,18,2391,12,6,3,Yes,Yes,Yes,high
1176,Yes,2.1,No,2,Yes,62,0.5,168,two,10,1534,6,2,17,Yes,No,No,meduim
1802,No,2.7,Yes,0,Yes,10,0.6,101,seven,9,696,14,7,3,Yes,Yes,No,low
772,No,1,Yes,0,Yes,23,0.6,97,seven,11,2782,7,0,17,Yes,No,No,high
1318,Yes,2.4,No,1,Yes,45,0.1,136,two,7,755,18,3,9,Yes,No,Yes,low
591,Yes,0.5,Yes,1,Yes,16,0.9,90,six,17,3746,5,0,5,Yes,Yes,No,very_high
569,Yes,2.5,Yes,0,No,41,0.3,124,one,1,2651,17,7,4,No,No,No,meduim
764,No,1,Yes,9,Yes,45,0.5,124,eight,11,1341,19,1,12,Yes,No,No,low
1056,Yes,2.1,Yes,8,Yes,37,0.7,101,three,11,2651,15,5,3,Yes,Yes,Yes,high
1982,Yes,1.6,No,2,Yes,12,0.2,80,five,20,1824,13,3,14,Yes,Yes,Yes,meduim
1830,Yes,0.5,No,5,No,14,0.8,160,six,6,1905,16,3,19,Yes,Yes,Yes,high
1122,No,0.5,No,0,Yes,40,0.3,156,seven,14,1456,9,3,20,Yes,Yes,No,meduim
1023,Yes,0.7,No,2,Yes,63,0.7,153,seven,8,3155,11,10,7,Yes,Yes,Yes,very_high
1283,Yes,2.4,Yes,8,Yes,33,1,93,three,15,773,17,7,2,Yes,Yes,No,low
1602,No,1.6,Yes,0,Yes,35,0.1,99,seven,7,1829,18,17,13,Yes,No,No,high
732,Yes,1.3,No,5,Yes,32,0.4,163,eight,7,3883,12,2,5,Yes,No,Yes,very_high
1854,No,0.9,Yes,0,Yes,33,0.4,195,one,0,1675,14,12,9,Yes,No,Yes,meduim
718,Yes,1.6,Yes,1,Yes,30,0.4,93,three,12,1601,10,9,12,Yes,Yes,Yes,meduim
897,Yes,2,No,3,Yes,2,0.6,154,eight,10,1958,7,5,7,Yes,Yes,No,meduim
1405,No,1.7,No,0,No,8,0.3,107,four,7,2376,19,6,11,No,Yes,No,high
798,No,0.6,Yes,6,Yes,21,0.5,110,two,12,1647,12,2,3,Yes,No,No,meduim
1035,Yes,2.7,No,1,No,40,0.2,157,five,15,3548,14,4,5,No,Yes,Yes,very_high
1396,Yes,0.6,No,0,No,37,0.7,134,four,15,2694,18,3,19,No,No,Yes,high
1749,Yes,0.5,Yes,7,Yes,49,0.8,178,one,8,2195,5,4,4,Yes,No,Yes,high
1588,Yes,2.5,No,12,Yes,4,0.3,148,five,20,2506,5,3,11,Yes,No,No,high
1600,No,0.5,No,1,Yes,16,0.3,94,four,16,2073,9,5,4,Yes,Yes,No,high
1522,No,2.2,No,4,No,21,0.7,162,six,11,3767,15,9,16,No,No,Yes,very_high
1279,Yes,2.5,No,5,Yes,7,0.5,105,six,6,1150,7,2,7,Yes,No,No,meduim
719,No,2.9,No,7,No,6,0.7,102,six,8,841,9,1,2,Yes,No,No,low
544,Yes,0.5,Yes,2,Yes,7,0.2,129,five,15,1675,13,4,17,Yes,Yes,No,low
1007,Yes,2.9,Yes,5,Yes,21,0.8,185,eight,12,1301,8,6,12,Yes,Yes,No,low
590,Yes,1.2,Yes,0,No,32,0.4,141,six,1,1817,10,0,6,No,Yes,No,low
1788,No,0.5,No,0,Yes,6,0.2,141,six,16,2321,7,5,20,Yes,Yes,No,high
748,No,1.4,No,0,No,25,1,110,seven,14,1974,17,5,13,No,Yes,Yes,meduim
757,Yes,0.9,Yes,4,No,64,0.5,157,seven,5,3433,6,5,10,Yes,Yes,No,high
1561,Yes,1.6,Yes,1,Yes,27,0.8,174,three,10,1205,12,7,3,Yes,Yes,No,meduim
1327,No,2.8,No,10,No,23,0.5,89,seven,16,872,7,5,4,Yes,Yes,Yes,low
797,Yes,1.5,Yes,4,No,18,0.6,81,eight,20,2052,9,3,14,Yes,Yes,Yes,meduim
727,Yes,2.5,Yes,0,Yes,64,0.2,193,one,9,3654,9,1,16,Yes,Yes,No,very_high
686,Yes,2.7,Yes,0,No,36,0.1,194,four,1,1503,10,0,13,No,No,No,low
1515,Yes,2.1,Yes,4,Yes,24,0.9,176,five,6,3104,6,5,20,Yes,No,No,very_high
555,Yes,0.5,Yes,2,No,17,0.2,163,five,12,343,19,14,3,No,Yes,Yes,low
1589,No,0.6,No,0,No,5,0.8,112,five,2,3430,7,5,19,Yes,Yes,Yes,very_high
1976,Yes,2.6,Yes,6,No,45,1,136,four,19,2470,11,1,3,No,No,No,very_high
1884,No,1,Yes,3,No,24,0.5,149,six,4,1396,15,8,9,Yes,Yes,Yes,meduim
1063,No,2,No,0,No,27,0.2,86,six,7,2668,12,5,19,No,No,No,high
672,Yes,0.6,Yes,13,No,61,0.1,194,five,20,1457,14,10,20,Yes,No,Yes,low
635,Yes,0.5,No,9,No,16,1,110,seven,17,2452,19,17,8,Yes,No,No,high
1906,Yes,1.9,Yes,3,No,55,0.2,113,three,4,1871,13,5,4,Yes,No,Yes,meduim
1753,No,0.7,No,4,No,40,0.6,191,four,11,1112,8,2,15,Yes,Yes,Yes,meduim
659,No,1.4,Yes,2,Yes,3,0.1,85,eight,6,967,10,1,14,Yes,No,Yes,low
1583,No,1.2,Yes,0,No,14,0.2,148,two,4,2498,13,6,8,No,No,Yes,high
1783,No,2.9,Yes,2,No,42,0.7,104,six,8,387,14,5,3,No,Yes,No,meduim
1667,No,1,Yes,0,Yes,21,0.9,138,two,0,635,17,7,15,Yes,No,No,low
640,No,1.3,Yes,5,Yes,6,0.6,143,eight,20,2711,15,7,8,Yes,Yes,No,high
1913,Yes,1.8,No,0,No,29,0.6,111,five,4,2023,17,13,8,Yes,Yes,No,high
538,No,1.1,Yes,0,Yes,25,0.3,163,seven,7,2215,9,3,17,Yes,Yes,Yes,meduim
1191,No,0.8,No,6,Yes,46,0.8,89,six,9,824,19,18,7,Yes,No,No,low
816,No,3,Yes,2,No,9,0.1,117,one,3,3851,10,3,14,Yes,No,Yes,very_high
915,Yes,0.5,Yes,9,Yes,33,0.3,199,two,16,2156,7,3,13,Yes,Yes,No,meduim
1157,Yes,0.8,No,7,No,27,0.1,88,eight,8,2885,8,4,2,Yes,No,Yes,very_high
1201,Yes,0.5,No,2,No,10,1,99,seven,7,495,15,6,14,Yes,Yes,Yes,low
1379,No,1.1,Yes,1,Yes,18,0.2,129,two,16,2358,10,5,15,Yes,Yes,No,high
1483,Yes,2.2,No,3,Yes,53,0.7,169,five,11,1744,6,3,10,Yes,No,No,meduim
1614,No,1.2,No,1,Yes,9,0.1,161,three,2,1832,15,8,11,Yes,No,No,meduim
930,Yes,1,Yes,4,Yes,4,0.9,144,eight,10,2016,13,10,16,Yes,Yes,Yes,meduim
1454,No,2.6,No,8,No,6,0.4,199,three,20,1300,10,0,2,No,No,Yes,meduim
1784,No,1.6,No,4,No,41,0.4,164,six,20,2313,14,1,11,No,Yes,No,high
1262,No,1.8,Yes,12,No,34,0.1,149,five,16,3248,13,3,4,No,Yes,Yes,high
797,No,2.2,Yes,0,No,37,0.9,144,seven,2,2216,9,5,6,Yes,No,No,meduim
1829,Yes,2.1,No,8,No,59,0.1,91,five,15,3142,16,6,5,Yes,Yes,Yes,very_high
1139,Yes,0.9,Yes,6,Yes,58,0.5,161,two,11,1850,9,4,8,Yes,No,No,meduim
618,Yes,1,No,9,Yes,13,0.1,80,four,15,1424,15,12,7,Yes,Yes,No,low
1547,Yes,2.9,No,2,No,57,0.4,114,one,3,1620,9,2,19,No,Yes,Yes,meduim
586,No,2.8,No,2,No,15,0.2,83,three,11,2592,12,8,3,No,No,No,meduim
1617,Yes,2.4,No,8,Yes,36,0.8,85,one,9,296,5,3,7,Yes,No,No,low
1882,No,2,No,11,Yes,44,0.8,113,eight,19,3579,19,8,20,Yes,Yes,No,very_high
674,Yes,2.9,Yes,1,No,21,0.2,198,three,4,1180,6,3,4,Yes,Yes,Yes,low
1467,Yes,0.5,No,0,No,18,0.6,122,five,0,3962,15,11,5,Yes,Yes,Yes,very_high
858,No,2.2,No,1,No,50,0.1,84,one,2,3978,17,16,3,Yes,Yes,No,very_high
794,Yes,0.5,Yes,0,Yes,2,0.8,106,six,14,668,13,4,19,Yes,Yes,No,low
1965,Yes,2.6,Yes,0,No,39,0.2,187,four,3,2032,11,10,16,Yes,Yes,Yes,high
1911,No,0.9,Yes,1,Yes,36,0.7,108,eight,3,3057,9,1,5,Yes,Yes,No,very_high
1512,No,0.9,No,4,Yes,46,0.1,145,five,5,869,18,10,19,Yes,Yes,Yes,low
510,Yes,2,Yes,5,Yes,45,0.9,168,six,16,3919,19,4,2,Yes,Yes,Yes,very_high
